Unnamed: 0,text,label
143417," Brady's world is also one of tragedy and hardship, biological fragility taking its toll not only on Brady but those he loves, changing times curtailing his options.",1
251647, To be so obviously off-base as Fahrenheit 451 looks right now takes some doing.,0
192998, A flashy but muddled and incredibly tedious farrago that tries desperately to reflect the novel's prismatic literary brilliance in visual form but fails miserably.,0
71393, Bottom of the barrel Bond,0
190543, A phenomenal cast ----- there is not a loser in the bunch.It gets its point across in a most effective way.,1
133741," There's no question Eddie was the chief asset of the first film, and sequels are required by law to exploit the original's strengths. But the filmmakers have misread Eddie's appeal.",0
77107, Proof that world-class acting can always be harpooned by uninspired screenwriting.,0
75311," Make no mistake: This is an R-rated comedy... But unlike say, Bad Santa 2, you don't feel like you need to take a shower afterward. A rum-laced glass of eggnog will probably do the trick.",1
130186," As well as being a superb piece of filmmaking and writing that tells an important story of what happened, it's also a thought-provoking tribute to what could have been.",1
223468, A gritty police procedural that blends bloody gangland savagery with wicked gallows humour to thrilling effect.,1
234951," Despite computer animation, the movie looks lovingly hand-drawn and is somewhat indebted to the French artist Fragonard.",1
13049," The title is a misnomer. This movie has nothing to do with love; it's about lust, lucre and well-paid losers.",0
49090, It says something about Deutch's appeal that she does manage to pull the story from the vexing hole it digs itself into.,1
146414, Manages to re-write both Los Angeles County smoking laws and the history of Liv Tyler's parentage without batting an eye.,0
5810," For every moment that [The Amazing Spider-Man 2] gets blatantly wrong, it has another moment of heart or greatness which saves the film from plummeting into Batman & Robin territory.",1
211671," Don't let the fact that it's different - or unadulterated bullshit of the highest order - put you off a story that, in truth, is more interesting than it is wholly entertaining or accurate.",1
28271, A breathtaking portrait of a man engaged in arguably the most dangerous sport in the world.,1
176188, We Own the Night plays like gangbusters.,1
106475," ...tracks the trajectory of Kathleen Hanna, the All-American Riot Grrrl who, after fronting the feminist punk band Bikini Kill and the feminist pop band Le Tigre, seemingly dropped out of sight in 2005",1
44562, The movie proves a marginal creation from talented people who probably would have been better off finding another broomstick to fly.,0
54525, A refreshingly uncynical and surprisingly practical portrait of two people learning how to take life at face value and embrace the joy which is made available to them.,1
220305," Aside from Gere's mesmerisingly spot-on performance, there's also splendid work from Michael Sheen as his long-suffering lawyer nephew and Charlotte Gainsbourg's canny Israeli bureaucrat.",1
87536," It's a great and triumphant story, and writer and director Brian Helgeland (an Oscar winner for his L.A. Confidential screenplay) brings it to life in burnished, old-fashioned Hollywood style.",1
125742, Ultraviolet cleaves faithfully to its comic-book genealogy with a plot unobstructed by big words and images that rarely breach two dimensions. Ultrasilly.,0
193070, Scott tucks away his visual athletics in favour of something leisurely and quietly devastating. It's ultimately far more cunning a script than we can reveal here.,1
243523," As far as your humble correspondent knows, Wanderlust is the first mainstream movie ever to star a Floppy Prosthetic Penis.",0
235359," Were Pitt a more charismatic lead, its sin of insignificance would probably have been redressed to some degree.",0
175461," Linear and allusive, indulging in luscious and trippy imagery, made by a director who conveys more visually than through dialogue ... It's Luca Bigazzi's cinematography that will linger.",1
245797," I know this isn't a film for everyone, and I'm not even sure it's a film for me, but I knew that when I got to the gore, slime, and viscera soaked ending that I had seen something truly original and singular.",1
75126," The film has some serious problems, the first being - and yes, I feel ridiculous for even attributing this complaint to a film with the above title - a completely pat narrative that seriously lacks character development",0
3915," Even if you don't know your neighbours' history, it's clear from the get-go that things won't end well. Full credit, then, to Rourke for keeping the tension up when the die is already cast.",1
241272," Vardalos calls her film ""the ultimate indie experiment,"" and if that's what is meant by ham-fisted pacing, writing, and acting, this is as ultimate and as indie as it gets.",0
217963," I have no problem with Lohan desiring to be Lucy, but she's got to find a better director than the torturous Donald Petrie to help get her to that level.",0
228378," Like the time period it covers, this love story is filled with passionate rhetoric and uncertain intentions.",1
19765," Romanek's movie is a bit too pat and pleased with its undeniable ambitions, but the setup resonates with quiet desperation.",1
1499, Some of the scenes are a bit stilted whenever the film betrays its theatrical roots. And the wordy script means you'll be reading a lot of subtitles if your ears can't keep up with the dialogue.,0
243210," Think of it as a fairytale only with more of a ... oh, who am I kidding? I can't defend this.",0
59297," A modestly scaled film on every level (it's only 81 minutes long), but Hedges and company manage to ring true on almost all the material's sweet and sour notes.",1
149936, It's an extraordinary cinematic portrait of a deeply complex man.,1
21898," An ordinary, forgettable horror film. Even the Devil deserves more than this.",0
243833," This polished, impeccably acted and mercifully shtick-free morality play manages to come across as both overwritten and schematically rendered.",0
19886, Disarming sincerity and an old-fashioned sense of class.,1
15127," An uneasy mix of Baby Mama, My Big Fat Greek Wedding and a few of Woody Allen's domestic comedies, and is even messier than that makes it sound.",0
129743," Come for the energetically shot quirkiness, stay for the astute observations and performances that make The One I Love a crafty, clever, modern romance.",1
102322, The Snakes on a Plane/Training Day/Straight Outta Compton mash-up you never knew you needed. ,0
83480," It is not always a deal-killer to step outside the trappings of realism, but the bland visuals don't match the precious absurdity and profound rapid-fire dialogue of the high school kids, so the film rings false and tries too hard.",0
100482," Like August Osage County, only even more fatuous.",0
164001, The movie has its share of laughs... but it's mostly a missed opportunity to create an intelligent sex comedy about relationships in the 21st century.,0
167884, An astonishingly atrocious piece of work...,0
90115," Cut away the flab, and there's probably an adorable hour-long movie in there.",0
74193," In the Alien films, the primal, violence of Giger's bio-mechanical creations cause people to run from the darkness. Dark Star: HR Giger's World beckons you to embrace it, in its own darkly entrancing way.",1
152303, Every insightful storytelling choice is met with a head-scratching one.,0
161955, Lively if slightly worshipful ...,1
148144," I was eagerly expecting Burlesque to be a gloriously bad movie. Unfortunately, it's just not bad enough.",0
220933," Ultimately, Richard Linklater's new film is as messy as the factory floors laced with cow guts.",0
227191," It's a buddy movie. Then again, it's political statement about corporate greed and the health-care crisis. No, it's a science-fiction tale.",0
162479," Entertaining and funny, if a little thin. David doesn't knock out Goliath.",0
42228, The straining for authenticity (as when a camera just happens to be sitting inside a car window that gets broken) becomes tiresome.,0
147931," The film retains the same beatnik wit that the play effectively distilled, as well as a few scary shocks.",1
144304," It works as well as it does because the central cast - equal parts male and female, lest we forget - are all so uniformly endearing.",1
62657," A fine blend of the universal - teen love, rebellion, tragedy - and riveting specificity, while also working as sharp social critique.",1
64688, Top-drawer documentary on the significance of the astonishing mission of the Voyager spacecrafts past the outer planets of our solar system and beyond.,1
17008," [Complicit] is equal parts devastating, gut-wrenching, and infuriating-a necessary call for westerners to re-evaluate their relationship with capitalism and its astronomical cost.",1
188097," Despite the mostly convincing verisimilitude of the approach, the film does succumb, especially in its last act, to some cheap manipulation, one or two bad stereotypes, and some cornball Hollywood schmaltz.",0
171439," At the media screening, the guy sitting behind me could be heard loudly snoring during the third act. We should all be so lucky.",0
43770, There is substance in how it conveys our relationship between life and death; while churning the cogs of the Tear-Bot-1000.,1
38755," After a promising takeoff, this science-fiction romance derails its intriguing futuristic premise about intergalactic travel with an abundance of cheesy melodrama in its second half.",0
74139," Given all of its mind games and sex games and seductions through storytelling, it's surprisingly conventional, but... a compelling psychodrama with an elegantly sexy surface.",1
38606," Whether or not a longer version would have given the film more texture and dimension, this one presents a blinkered vision of American history.",0
60575, Expect an awful lot of needless angst and long stretches without humor. ,0
91821," You may not remember much else from the two and a half hours, but you will remember the powerful portrayals of these characters in a film that is beautifully shot and directed. It is doubtful you will see better performances this year.",1
66731, Thoman spins a suspense thriller with all its genre underpinnings.,1
108729, Almost obscenely entertaining.,1
90603," Not as fun as the original, but still pretty good. ",1
136702," A watchable pastiche of A Christmas Carol, this rom-com resorts to corny slapstick a bit too often but also manages to find moments of real resonance",1
84404," Babel has an undeniable power, even (or perhaps especially) when it's at its most contrived and implausible.",1
126146," The plot proves surprisingly suspenseful as, Agatha Christie-like, the culprit could be anyone.",1
147310," Don Jon is a terrific directorial debut from Gordon-Levitt - funny, moving and with something to say about family and relationships.",1
179344," [I]t's well made, but we've seen all of this, so many times before.",0
154713, It takes a special kind of biopic to reduce its subject to the least imaginably interesting version of itself.,0
43053," In a time when the film scene is flooded with sequels, remakes, spinoffs and an avalanche of superhero adventures, it is considerably miraculous that a film like ""Darkest Hour"" manages to stand out. [Full review in Spanish]",1
164594, It's all rather nebulous.,0
38120," Rebellion contains impressive cinematography and strong dialogue, and Mathieu Kassovitz shines as its director and star.",1
249630," Above all, though, it's an actors' movie. Perhaps the highest compliment one can pay them is that even the caricatures seem rich.",1
182902," Instead of being an ode to dreamers and optimists, Gilliam's latest has a mean spirited undercurrent that proves hard for the film to shake off.",0
32816," Who stole the soul of Suicide Squad? I'd say it's Ayer's willingness to go all limp-dick and compromise his hardcore action bona fides for a PG-13 crowdpleaser that would rather ingratiate than cut deep, or even cut at all. ",0
37438, The story of a gruelling trek through sub-zero temperatures that is both visually stunning and dramatically chilly.,1
50076," The humans are a bore, but the vampires light up this Night.",1
67595," This movie is single-handedly causing a major rise in our mirth deficit. It's so bad, I'm declaring a laugh emergency.",0
66563, Burton and company were harkening back to the old days-the Hammer/AIP pictures from the fifties and sixties. And they hit that nail right on the fricking head.,1
79773," This movie is about Bill Maher's opinion of religion. He's very smart, quick and funny, and I found the movie entertaining, although sometimes he's a little mean to his targets.",1
218495, The old country comes to the New World in a magical tale with ancient roots of a prodigal son returning for revenge . . .like a cinematic DeToqueville. . . kooky and lovely.,1
52076," Unlike with [Beckett's] Happy Days, or Un Chien Andalou, or the films of Michael Haneke before it, Sleeping Beauty has not left me pondering its puzzle passionately enough. The film is pretty, but ultimately impenetrable to a fault.",0
116479, Inspiration is pretty fallow after about half an hour.,0
59443," Further proof that of all the genres he dabbles in, samurai cinema is the one that brings out the grandest entertainer in Miike. Here's to 100 more.",1
153910, This rather picaresque tale of an Indian family opening a restaurant in rural France never really indulges our senses.,0
158837, Some films are a speeding train. This one is a hammock on a Saturday afternoon.,1
224027, There's a gap of logic and emotion that's hard to overcome.,0
8804, Johnson and Kazan quickly establish a chemistry that's cute-quirky rather than annoying-quirky. ,1
147644," Del Toro's energized adventure has humor, excitement, and soul to burn.",1
88899," One of those genre-defying hybrids that are sometimes called dramedies, The Savages tiptoes along a particularly fraught emotional tightrope, balancing observant humor and deep sadness with uncommon grace.",1
221689," Slither goes for the predictable gags, usually mocking the stereotypical redneck characters or spoofing stock horror moments. ",0
198764, The motive just isn't gripping enough.,0
13955," Taking an open ended TV pilot rejected by the networks, [Lynch] added 45 minutes and created closure in a weird, mystical logic that, in its unique Lynchian way, makes a twisted emotional sense.",1
97732," If you didn't love Grace Jones before, then you will after watching Grace Jones: Bloodlight And Bami.",1
161241," If your kid has never seen a 3D movie, this isn't a bad start, especially if they're younger. The look is great, but the movie is just bland.",0
220823," It's a decent pop spectacle: big songs, adorable backstage horseplay, and some genuinely surprising demonstrations of talent.",1
215089," To witness the sequence broken down in forensic detail is to appreciate its economy of storytelling anew, and to see its influence on subsequent popular culture, but to do so for 90 minutes might stretch even a superfan's patience.",0
126720," It's a great dynamic and it works but my favorite character isn the whole thing was Alan Tudyck as King Candy, such a hilarious throwback to the Mad Hatter from Alice in Wonderland.",1
170423, Rivetingly haunting.,1
77915, Adolescence was never supposed to be this wholesome.,0
226388," A well-intentioned routinary comedy, and let's face it, very charming. [Full review in Spanish]",1
249737," War is so complex that there's no way to see through to any single, objective explanation",1
226479," The film is admirable for its gentle hand when it comes to difficult subjects like the ephemeral nature of life, and its bold visual style, but it's also a film whose final reel seems unwilling to recognize the realities of its own story.",1
48259," Go ahead, dance it out.",1
114004, The film belongs to its two stars.,1
13396," The climax is lovely, Psotta is a beautifully persuasive, serious young heroine and the dogs are magnificent. ",1
146047, Worth checking out.,1
154780, A decent feel-good flick that features also decent music. The real reason to see it is the acting especially that of Mark Ruffalo who gives a career best performance. ,1
170195, I wish I hadn't seen it.,0
91140," A mess with no clear idea, not quite salvaged by some very charasmatic actors.",0
82671," [It] features a number of laugh out loud moments. The humor is fairly versatile, featuring bodily humor for the kids and some small meta-moments for the adults.",1
162737," This is, for the most part, a well-made piece of summer entertainment. It just clobbers the viewer senseless with action.",1
16340," It aims to be a contemporary L.A. Confidential but crumples with a simplistic, unbelievable climax.",0
149588," ...what Oscar-winning director Roger Ross Williams presents in his documentary God Loves Uganda is a unique, disturbing case of what could arguably be called spiritual exploitation.",1
229491," Timothy Spall mesmerises, proving the artist is beautiful and monstrous.",1
235270," The early '90s were also not exactly a robust period in political cinema, and the influence of the Moral Majority - so clearly felt in Atwood's text - wasn't as pronounced in the Bush I White House as it had been in Reagan's. But, sadly, it sure is now. ",1
27645," A completely bizarre sex farce that's heartfelt and stomach-turning in about equal measure, Choke also delivers a terrific climactic twist and the best dumb- blonde joke in years.",1
41121," Martin Sherman's script presents a genuinely fascinating slice of history, enlivened with some catchy songs, some imaginatively staged dance numbers and, oh yes, lots of naked flesh.",1
249317," Ultimately, like much of the DCEU, Aquaman just can't make things work. While there's a definite sense of humor behind the film, it doesn't take things far enough.",0
102853," Chris Columbus' high school comedy-adventure is a bland, overly familiar tale in which all the characters are stereotypes.",0
176034, Polanski presents a good but not great rendering of Dickens' oft-filmed second novel.,1
13678, How long can you keep the whole tribute thing going and still make it feel fresh? How much send up is too much?,0
244951," Kick *** fun, with excellent, above-average action and idiotic, sub-par romance.",1
236750," ""A Screaming Man"" is a quiet, tender, finally wrenching story of an individual at the intersection of the personal and the political.",1
193128, Jack Black used to be so cool.,0
89183," There's a lot less going on in The Intern - the story of an old guy who goes to work for one of those fancy new e-commerce places, whatever that is - than meets the eye, or the funny bone. ",0
144917," God bless Steven Spielberg, who knows how to push my buttons.",1
32819," It's watchable in spite of itself, and Gyllenhaal and Monaghan are great together. But it's not nearly as clever as it thinks it is -- especially in its final minutes.",1
228785, A period piece that drips mediocrity from the minute it begins.,0
79177, The movie becomes increasingly soft-edged and sappy.,0
116215," Mathieu Amalric is perfect as the director's alter ego as a director, but Emmanuelle Seigner's Vanda is truly superb.",1
167643," ""I Am Number Four"" is like a good episode of ""Smallville"": You may feel a bit silly watching it if you're past high-school age, but you just might have a good time.",1
63650," While Happy Death Day starts well enough and is very proud of its sense of humour, it's too lazy to bother its arse when the time comes to justify its premise.",0
136896, A dreary Ghostbusters reboot of the Ivan Reitman classic from 1984.,0
65575," Leduc is an author worth knowing about, but this is a character only an already-established fan could love.",0
124483, ... a truly sumptuous opera--one of cinema's best efforts.,1
